iter	Passed	Remaining
599	1938085	323014
600	1941138	319754
601	1944113	316483
602	1947519	313282
603	1951079	310105
604	1954535	306910
605	1957858	303694
606	1960948	300441
607	1964071	297194
608	1967426	293983
609	1970760	290767
610	1974288	287580
611	1977827	284393
612	1981054	281161
613	1984510	277960
614	1987949	274757
615	1991268	271536
616	1994556	268311
617	1997531	265044
618	2000978	261840
619	2004180	258603
620	2007413	255371
621	2010883	252168
622	2014202	248946
623	2017542	245726
624	2021059	242527
625	2024431	239309
626	2027316	236035
627	2030809	232831
628	2034300	229626
629	2037812	226423
630	2040757	223157
631	2044155	219940
632	2047112	216676
633	2050642	213473
634	2053755	210226
635	2056970	206990
636	2060476	203783
637	2063874	200564
638	2067114	197330
639	2070725	194130
640	2073890	190888
641	2077188	187658
642	2080329	184414
643	2083800	181200
644	2087019	177962
645	2090111	174715
646	2093164	171464
647	2096455	168234
648	2099818	165008
649	2103214	161785
650	2106245	158534
651	2109603	155308
652	2112495	152047
653	2115966	148829
654	2119523	145616
655	2122736	142378
656	2126291	139163
657	2129769	135942
658	2132709	132687
659	2135963	129452
660	2139208	126216
661	2142596	122988
662	2145853	119753
663	2149135	116519
664	2152361	113282
665	2155358	110033
666	2158343	106784
667	2161799	103559
668	2165417	100340
669	2169224	97129
670	2172210	93880
671	2175441	90643
672	2178599	87402
673	2182151	84177
674	2185197	80933
675	2188512	77698
676	2192099	74473
677	2195591	71243
678	2199335	68020
679	2202560	64781
680	2205900	61544
681	2209288	58309
682	2212646	55073
683	2215988	51835
684	2219614	48604
685	2223041	45368
686	2225906	42120
687	2229175	38880
688	2232290	35638
689	2235692	32401
690	2238296	29152
691	2241480	25913
692	2245113	22677
693	2248180	19436
694	2251485	16197
695	2255199	12960
696	2258232	9719
697	2261567	6480
698	2264962	3240
699	2268566	0
